popularity,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,genre
38.0,0.992,0.379,239640.0,0.2789999999999999,0.907,0.107,-12.694,0.0339,89.91799999999999,0.293,Jazz
53.0,0.144,0.726,227187.0,0.616,0.0,0.316,-6.6770000000000005,0.364,82.54799999999999,0.607,Hip-Hop
30.0,0.973,0.43,533684.0,0.0828,0.609,0.214,-22.039,0.0474,125.093,0.4589999999999999,Classical
57.0,0.0025399999999999,0.306,232533.0,0.985,0.626,0.13,-6.687,0.0822,133.963,0.255,Rock
64.0,0.517,0.82,-1.0,0.596,0.00159,0.358,-7.539,0.246,94.968,0.54,Hip-Hop
32.0,0.765,0.696,-1.0,0.617,0.6509999999999999,0.1119999999999999,-7.973,0.0297,131.924,0.47,Jazz
67.0,0.0014,0.476,202053.0,0.979,0.00729,0.0944,-3.506,0.132,140.404,0.416,Rock
55.0,0.0312,0.473,312280.0,0.691,0.00404,0.147,-7.984,0.0248,82.118,0.421,Alternative
68.0,0.461,0.573,142787.0,0.6829999999999999,0.0,0.0935,-6.644,0.176,169.519,0.8170000000000001,Rock
51.0,0.2,0.427,240733.0,0.883,0.0,0.105,-1.936,0.102,159.91,0.7240000000000001,Country
54.0,0.2319999999999999,0.499,335893.0,0.816,0.0,0.105,-3.913,0.0358,82.01700000000001,0.275,Alternative
46.0,0.823,0.505,164666.0,0.17,2.87e-05,0.0619,-12.848,0.0325,120.40649672489091,0.305,Blues
19.0,0.00242,0.396,281640.0,0.986,2.14e-05,0.3379999999999999,-4.843,0.23,169.976,0.143,Anime
54.0,0.206,0.501,247202.0,0.903,0.0,0.155,-4.327,0.12,131.957,0.432,Hip-Hop
71.0,0.0771,0.7120000000000001,287733.0,0.967,0.0,0.356,-5.206,0.047,145.024,0.895,Rock
35.0,0.995,0.387,363800.0,0.0353,0.893,0.0729,-32.142,0.0482,96.86,0.15,Classical
32.0,0.987,0.155,304733.0,0.0581,0.89,0.0952,-26.549,0.0447,92.442,0.0731,Classical
0.0,0.986,0.3429999999999999,259040.0,0.0153,0.908,0.181,-30.433000000000003,0.0453,169.22,0.102,Classical
41.0,0.00241,0.534,196597.0,0.931,0.852,0.356,-3.817,0.0708,140.031,0.3279999999999999,Electronic
54.0,0.2739999999999999,0.846,163480.0,0.752,0.0,0.11,-4.942,0.449,140.018,0.575,Hip-Hop
62.0,0.0819,0.421,300427.0,0.963,0.0,0.5,-2.16,0.415,120.40649672489091,0.494,Rap
55.0,0.0276,0.684,238973.0,0.8370000000000001,2.98e-05,0.0627,-5.46,0.0307,115.94,0.565,Rock
62.0,0.727,0.73,163093.0,0.504,0.0,0.143,-11.686,0.0481,126.282,0.883,Rock
57.0,0.0993,0.439,258160.0,0.591,0.00225,0.0718,-6.407,0.0419,125.893,0.397,Rock
52.0,0.278,0.542,286440.0,0.924,0.000437,0.0825,-2.428,0.0829,82.666,0.6859999999999999,Rock
21.0,0.000266,0.502,-1.0,0.949,3.72e-05,0.336,-4.046,0.0514,150.003,0.4589999999999999,Anime
55.0,0.000138,0.547,243933.0,0.966,0.000659,0.312,-3.839,0.0452,114.053,0.532,Rock
59.0,0.104,0.595,234427.0,0.792,3.29e-06,0.171,-5.426,0.0297,119.531,0.611,Rock
27.0,0.0011,0.327,308080.0,0.972,0.0034799999999999,0.0817,-3.489,0.469,120.40649672489091,0.103,Anime
46.0,0.0217,0.57,232880.0,0.6,0.0,0.0957,-11.618,0.039,143.861,0.611,Country
64.0,0.914,0.5670000000000001,157893.0,0.159,0.0,0.111,-13.648,0.0331,146.91299999999998,0.436,Blues
53.0,0.177,0.655,304693.0,0.429,0.0,0.0643,-12.824000000000002,0.0289,118.732,0.528,Country
66.0,0.129,0.64,195173.0,0.83,0.0,0.29,-5.43,0.0652,95.004,0.62,Rock
59.0,0.31,0.476,283133.0,0.331,2.82e-06,0.172,-14.884,0.0305,130.57399999999998,0.24,Rock
48.0,0.00806,0.52,259231.0,0.963,0.000151,0.175,-2.662,0.0498,155.934,0.5670000000000001,Anime
58.0,0.838,0.665,-1.0,0.253,0.0,0.168,-7.326,0.0505,142.252,0.477,Rock
52.0,5.83e-05,0.387,227400.0,0.8859999999999999,0.275,0.2189999999999999,-6.981,0.0617,176.426,0.757,Rock
23.0,0.0498,0.708,285427.0,0.447,1.41e-05,0.273,-10.714,0.052,102.035,0.626,Electronic
34.0,0.00477,0.758,231224.0,0.479,0.872,0.107,-6.791,0.0868,92.003,0.652,Jazz
43.0,0.61,0.568,-1.0,0.225,0.0577,0.0596,-16.413,0.0498,120.40649672489091,0.5920000000000001,Jazz
30.0,0.0618,0.389,160440.0,0.8290000000000001,0.00125,0.168,-5.58,0.15,122.051,0.435,Blues
68.0,0.0004059999999999,0.487,160886.0,0.888,0.00104,0.405,-4.736000000000001,0.0887,137.939,0.563,Rock
57.0,0.5539999999999999,0.371,148253.0,0.7240000000000001,0.0,0.299,-9.792,0.0562,170.377,0.916,Rock
62.0,0.4479999999999999,0.504,-1.0,0.501,0.0,0.19,-11.899,0.0385,94.961,0.731,Rock
40.0,0.557,0.531,239730.0,0.4379999999999999,0.000133,0.104,-7.955,0.0264,70.99600000000001,0.231,Country
73.0,0.17,0.8370000000000001,-1.0,0.5489999999999999,0.0,0.057,-5.722,0.1669999999999999,121.954,0.209,Rap
15.0,0.4639999999999999,0.0624,177867.0,0.218,0.941,0.125,-12.529000000000002,0.0416,62.838,0.0298,Anime
37.0,0.0468,0.513,230040.0,0.701,4.83e-06,0.349,-5.5920000000000005,0.0281,144.944,0.302,Country
61.0,0.000484,0.348,187907.0,0.893,6.36e-05,0.281,-4.589,0.0662,148.043,0.392,Rock
70.0,0.2789999999999999,0.516,288200.0,0.738,0.0,0.621,-7.21,0.415,175.43200000000002,0.595,Rap
61.0,0.314,0.687,204333.0,0.648,1.37e-06,0.289,-9.137,0.027,121.341,0.6,Rock
57.0,0.979,0.405,245040.0,0.152,9.07e-05,0.104,-13.901,0.0395,61.34,0.3829999999999999,Rock
50.0,0.875,0.653,524093.0,0.368,0.00305,0.0972,-11.567,0.0439,117.161,0.249,Jazz
56.0,0.92,0.551,260840.0,0.289,0.00011,0.124,-9.83,0.0268,108.098,0.432,Rock
59.0,0.0887,0.691,272379.0,0.74,0.0,0.149,-5.884,0.298,78.025,0.41,Rap
77.0,0.381,0.66,-1.0,0.3829999999999999,0.0,0.119,-9.377,0.0304,83.096,0.381,Rock
42.0,0.0446,0.47,242147.0,0.552,0.0328,0.6409999999999999,-6.885,0.0272,106.92,0.206,Alternative
56.0,0.0116,0.507,-1.0,0.6659999999999999,0.3429999999999999,0.129,-8.362,0.0289999999999999,77.979,0.185,Rock
32.0,0.904,0.3929999999999999,386533.0,0.129,0.5870000000000001,0.1,-23.347,0.0393,120.123,0.645,Classical
60.0,0.212,0.6609999999999999,206520.0,0.743,2.04e-06,0.0981,-7.76,0.0334,106.045,0.897,Rock
51.0,0.0028699999999999,0.6759999999999999,286933.0,0.687,0.000446,0.2739999999999999,-7.792000000000001,0.0234,100.06,0.4029999999999999,Rock
58.0,0.267,0.406,320010.0,0.351,0.000893,0.0967,-7.871,0.0311,118.633,0.246,Rock
61.0,0.498,0.523,241507.0,0.366,0.0,0.094,-14.069,0.0331,142.814,0.291,Rock
71.0,0.0087599999999999,0.5329999999999999,170813.0,0.905,0.578,0.0698,-5.27,0.0754,108.9,0.486,Rock
66.0,0.00187,0.552,299733.0,0.645,1.38e-06,0.0424,-6.595,0.0268,89.51799999999999,0.588,Rock
57.0,0.00879,0.433,262867.0,0.815,0.0,0.138,-3.658,0.0771,125.358,0.461,Rock
54.0,0.945,0.488,352280.0,0.326,0.0157,0.119,-12.02,0.0328,106.063,0.3229999999999999,Rock
32.0,0.7829999999999999,0.358,207573.0,0.5489999999999999,0.0286,0.0928,-8.012,0.0766,148.118,0.0854,Electronic
34.0,0.211,0.599,210550.0,0.79,6.74e-06,0.326,-7.155,0.0295,91.029,0.718,Country
36.0,0.9,0.6779999999999999,143320.0,0.327,0.158,0.111,-9.072,0.0288,113.803,0.557,Anime
57.0,0.142,0.405,338240.0,0.7559999999999999,4.03e-05,0.638,-6.361000000000001,0.0307,120.40649672489091,0.606,Rock
65.0,0.000719,0.506,-1.0,0.932,0.0594,0.174,-6.11,0.11,99.929,0.5489999999999999,Rock
26.0,0.911,0.129,472933.0,0.0538,0.122,0.0602,-27.769,0.0359,92.218,0.0805,Classical
26.0,0.488,0.522,322547.0,0.324,0.7240000000000001,0.551,-14.972,0.0408,115.836,0.395,Blues
41.0,0.00976,0.321,-1.0,0.7879999999999999,0.395,0.29,-7.772,0.0289,126.355,0.657,Electronic
50.0,0.64,0.6509999999999999,146240.0,0.7120000000000001,6.09e-05,0.0738,-6.79,0.0429,82.961,0.804,Rock
62.0,0.039,0.485,184920.0,0.701,0.0,0.0977,-3.807,0.0288,151.94799999999998,0.613,Country
54.0,0.0145,0.528,209206.0,0.875,0.0,0.138,-5.912000000000001,0.0436,136.83,0.479,Rock
66.0,0.0383,0.6679999999999999,231467.0,0.7390000000000001,0.0,0.13,-4.919,0.0308,131.918,0.5710000000000001,Rock
12.0,0.000109,0.248,105820.0,0.918,0.785,0.244,-5.005,0.107,120.40649672489091,0.34,Anime
60.0,0.0141,0.441,270800.0,0.563,3.69e-06,0.1009999999999999,-7.274,0.0251,85.711,0.209,Rock
36.0,0.8420000000000001,0.324,460613.0,0.153,0.975,0.108,-20.82,0.0386,120.40649672489091,0.0367,Jazz
55.0,0.547,0.562,241133.0,0.3939999999999999,0.0,0.3829999999999999,-9.536,0.239,76.277,0.292,Hip-Hop
58.0,0.0073,0.491,249067.0,0.738,0.0,0.295,-6.73,0.0571,162.003,0.524,Rock
67.0,0.000932,0.513,258920.0,0.877,0.0001629999999999,0.136,-3.756,0.0292,145.91899999999998,0.389,Rock
53.0,0.994,0.222,161360.0,0.0119,0.925,0.102,-32.855,0.0357,72.774,0.14,Classical
40.0,0.0129,0.3389999999999999,233160.0,0.677,0.00162,0.105,-11.843,0.0453,187.622,0.223,Electronic
46.0,0.71,0.623,383973.0,0.3279999999999999,0.344,0.105,-12.949000000000002,0.0382,74.668,0.696,Jazz
54.0,0.0219,0.597,218400.0,0.812,0.00106,0.102,-12.062,0.0315,135.68,0.823,Rock
27.0,0.0589,0.544,232533.0,0.484,2.92e-06,0.256,-7.111000000000001,0.0254,144.872,0.519,Blues
70.0,0.00735,0.7559999999999999,170539.0,0.8140000000000001,0.0,0.143,-5.398,0.0416,146.99,0.7090000000000001,Rap
65.0,0.89,0.6,217400.0,0.243,0.0022,0.249,-17.085,0.0366,110.535,0.4679999999999999,Rock
51.0,0.27,0.648,248173.0,0.637,4.22e-06,0.0469,-10.138,0.0296,120.40649672489091,0.738,Rock
50.0,0.0879,0.7759999999999999,187653.0,0.601,0.000305,0.353,-6.041,0.0487,82.48100000000001,0.416,Alternative
54.0,0.0727,0.609,-1.0,0.8759999999999999,6.96e-06,0.0778,-5.777,0.0438,152.043,0.39,Rock
54.0,0.0448,0.675,274253.0,0.527,2.65e-06,0.1009999999999999,-9.501,0.0263,113.881,0.66,Rock
64.0,0.794,0.39,330533.0,0.31,0.0,0.379,-14.545,0.0676,177.515,0.584,Rock
40.0,0.000303,0.711,284093.0,0.954,0.8340000000000001,0.07,-7.914,0.0707,124.982,0.897,Electronic
56.0,0.0116,0.528,208067.0,0.888,0.762,0.154,-6.039,0.0326,145.971,0.897,Rock
59.0,0.144,0.613,285467.0,0.531,3.74e-06,0.8009999999999999,-9.172,0.0338,152.023,0.3379999999999999,Rock
68.0,0.154,0.71,180675.0,0.47,0.0,0.643,-9.33,0.142,80.027,0.581,Hip-Hop
55.0,0.2269999999999999,0.551,295067.0,0.852,9.84e-06,0.276,-3.446,0.161,147.001,0.436,Rap
28.0,0.253,0.519,310707.0,0.7070000000000001,0.00084,0.212,-4.843999999999999,0.0261,180.03,0.517,Anime
40.0,0.0138,0.77,-1.0,0.721,0.505,0.0968,-8.008,0.0532,119.996,0.366,Electronic
32.0,0.995,0.209,318000.0,0.0153,0.877,0.0674,-29.801,0.0408,120.40649672489091,0.118,Classical
51.0,0.0691,0.557,-1.0,0.61,0.0117,0.341,-9.899,0.111,155.966,0.128,Rock
68.0,0.555,0.635,217419.0,0.691,0.0,0.0969999999999999,-4.862,0.258,82.14200000000001,0.638,Hip-Hop
45.0,0.935,0.5479999999999999,250760.0,0.115,0.0807,0.16,-18.408,0.034,107.799,0.15,Jazz
38.0,0.000416,0.6940000000000001,128000.0,0.917,0.422,0.515,-3.181,0.2189999999999999,150.01,0.526,Electronic
72.0,0.198,0.58,206360.0,0.498,0.0,0.132,-6.901,0.0277,116.271,0.111,Rock
54.0,0.0822,0.628,224382.0,0.584,0.433,0.298,-8.03,0.0284,112.0,0.335,Rock
54.0,0.0074,0.6659999999999999,220462.0,0.573,0.000233,0.1159999999999999,-8.369,0.0361,96.982,0.4379999999999999,Rock
68.0,0.377,0.648,349933.0,0.631,0.0,0.12,-5.662000000000001,0.103,105.989,0.142,Rap
56.0,0.0563,0.892,-1.0,0.5379999999999999,0.0,0.303,-7.042999999999999,0.304,130.129,0.325,Hip-Hop
46.0,0.000534,0.374,478428.0,0.926,0.0117,0.341,-4.947,0.0832,106.315,0.619,Jazz
70.0,0.155,0.491,323307.0,0.523,0.0,0.405,-9.417,0.5920000000000001,73.79,0.243,Rap
42.0,0.0614,0.643,370160.0,0.643,0.711,0.119,-8.081,0.027,102.0,0.436,Jazz
58.0,0.118,0.6629999999999999,-1.0,0.48,0.000387,0.165,-9.267,0.0245,95.912,0.218,Rock
30.0,0.313,0.616,358387.0,0.4639999999999999,0.916,0.109,-17.747,0.0471,177.829,0.113,Electronic
64.0,0.0537,0.628,201653.0,0.845,0.0,0.3779999999999999,-4.837,0.0398,115.999,0.8009999999999999,Rock
36.0,0.937,0.0874,-1.0,0.0169,0.773,0.108,-32.245,0.0478,85.068,0.05,Classical
70.0,0.000242,0.606,193000.0,0.887,0.0,0.337,-4.404,0.0598,119.974,0.903,Rock
65.0,0.0006309999999999,0.246,212733.0,0.768,0.301,0.102,-7.48,0.0387,169.873,0.35,Rock
68.0,0.129,0.662,209693.0,0.65,0.0,0.113,-5.981,0.0383,117.992,0.481,Rock
39.0,0.152,0.5720000000000001,235416.0,0.826,0.0,0.113,-5.167000000000001,0.132,167.988,0.408,Country
70.0,0.00018,0.546,207213.0,0.959,0.00144,0.0584,-4.664,0.0819999999999999,127.831,0.416,Rock
61.0,0.244,0.529,168853.0,0.847,0.0,0.205,-5.513,0.0482,93.977,0.69,Rock
53.0,0.745,0.6970000000000001,145427.0,0.6759999999999999,0.000511,0.263,-5.273,0.0436,120.40649672489091,0.705,Rock
65.0,0.222,0.332,474360.0,0.623,0.000883,0.278,-12.365,0.0803,182.63,0.416,Rock
70.0,0.748,0.401,-1.0,0.527,0.00305,0.359,-15.632,0.0615,133.749,0.208,Rock
54.0,0.000179,0.5870000000000001,396333.0,0.613,0.151,0.178,-9.444,0.0341,85.693,0.655,Rock
62.0,0.00025,0.56,221000.0,0.901,0.134,0.299,-4.481,0.032,132.009,0.807,Rock
61.0,0.159,0.674,217387.0,0.705,6.11e-06,0.106,-7.516,0.0259,95.99,0.635,Rock
54.0,0.0523,0.6940000000000001,215307.0,0.951,0.0033799999999999,0.293,-5.4,0.0784,120.014,0.74,Rock
61.0,0.351,0.541,199490.0,0.483,0.4,0.111,-10.675,0.0514,80.73,0.6409999999999999,Rock
71.0,0.5379999999999999,0.4039999999999999,148053.0,0.43,0.0,0.0802,-12.327,0.2239999999999999,180.06099999999998,0.6409999999999999,Rock
47.0,0.0237,0.682,241120.0,0.523,0.0,0.18,-9.69,0.335,170.049,0.366,Rap
46.0,0.281,0.498,-1.0,0.7240000000000001,6.75e-06,0.157,-5.142,0.0892,145.908,0.384,Electronic
26.0,3.87e-05,0.476,169613.0,0.7909999999999999,0.838,0.165,-8.086,0.0582,120.40649672489091,0.4029999999999999,Blues
51.0,0.184,0.754,208867.0,0.8009999999999999,0.0,0.132,-5.992000000000001,0.35,120.40649672489091,0.391,Jazz
61.0,0.3339999999999999,0.506,-1.0,0.526,0.000539,0.0907,-9.936,0.0285,129.641,0.591,Rock
56.0,0.0293,0.647,219213.0,0.764,0.0,0.139,-4.388,0.0363,161.416,0.598,Rock
13.0,0.7609999999999999,0.544,214800.0,0.792,0.0,0.335,-3.512,0.0462,119.998,0.615,Anime
61.0,0.00695,0.7929999999999999,225600.0,0.5539999999999999,0.0,0.127,-6.624,0.0451,119.993,0.225,Rap
56.0,0.00463,0.469,207967.0,0.8540000000000001,0.0,0.344,-5.03,0.1639999999999999,186.061,0.5589999999999999,Rock
47.0,0.45,0.381,67520.0,0.5920000000000001,0.0,0.534,-10.879,0.289,84.97399999999999,0.6729999999999999,Hip-Hop
52.0,0.6559999999999999,0.42,351678.0,0.662,0.000423,0.096,-9.828,0.0341,147.94899999999998,0.3779999999999999,Rock
36.0,0.481,0.718,285533.0,0.5479999999999999,0.857,0.0892,-11.204,0.0316,109.96,0.629,Jazz
66.0,0.0661,0.7390000000000001,194400.0,0.471,9.78e-05,0.1159999999999999,-8.456,0.0436,90.00200000000001,0.31,Rock
42.0,0.205,0.496,177000.0,0.895,0.0,0.0626,-4.027,0.147,120.40649672489091,0.654,Country
42.0,0.0295,0.291,194679.0,0.598,0.00227,0.0738,-6.972,0.0394,146.245,0.186,Alternative
39.0,0.261,0.486,209160.0,0.512,0.0186,0.121,-7.637,0.0327,65.145,0.321,Alternative
57.0,0.972,0.193,208040.0,0.0329,0.929,0.0978,-28.228,0.046,82.165,0.0366,Classical
52.0,0.0708,0.4579999999999999,208253.0,0.7509999999999999,0.0105,0.1689999999999999,-4.681,0.032,140.895,0.387,Rock
43.0,0.0354,0.794,373377.0,0.625,0.871,0.0654,-8.396,0.0549,113.996,0.187,Electronic
25.0,0.00873,0.465,243020.0,0.981,0.0,0.354,-2.366,0.203,128.093,0.534,Anime
35.0,0.962,0.375,143581.0,0.208,4.72e-06,0.0856,-12.955,0.0341,67.714,0.379,Classical
70.0,0.0557,0.6779999999999999,213402.0,0.76,0.0,0.359,-5.546,0.221,96.044,0.24,Rap
48.0,0.0169,0.42,400711.0,0.752,0.0214,0.1169999999999999,-5.002,0.0386,111.105,0.461,Alternative
67.0,0.05,0.813,242200.0,0.977,2.75e-05,0.147,-6.077999999999999,0.0476,114.316,0.8420000000000001,Rock
47.0,0.4039999999999999,0.467,157608.0,0.581,0.0,0.149,-9.768,0.456,91.108,0.152,Hip-Hop
42.0,0.48,0.65,204533.0,0.7909999999999999,0.0,0.16,-4.397,0.0331,93.992,0.8959999999999999,Country
65.0,0.135,0.7559999999999999,246893.0,0.415,0.0,0.144,-14.429,0.0555,96.99,0.68,Rock
53.0,0.985,0.336,190400.0,0.0619,0.8909999999999999,0.11,-20.494,0.0363,60.705,0.1969999999999999,Jazz
53.0,0.7440000000000001,0.366,498147.0,0.357,1.97e-05,0.11,-6.227,0.0342,118.901,0.1169999999999999,Rock
49.0,0.00591,0.356,193213.0,0.8370000000000001,2.8300000000000003e-05,0.0635,-4.166,0.0721,131.668,0.54,Rock
59.0,7.509999999999998e-05,0.352,456320.0,0.956,0.0203,0.125,-3.634,0.149,122.897,0.228,Rock
56.0,0.000349,0.684,268760.0,0.906,0.55,0.103,-6.6610000000000005,0.0775,101.46,0.555,Rock
38.0,0.00108,0.7759999999999999,448480.0,0.703,0.88,0.352,-16.542,0.0498,125.938,0.922,Jazz
60.0,0.138,0.516,-1.0,0.745,0.0,0.114,-5.674,0.0381,120.40649672489091,0.77,Rock
37.0,0.3329999999999999,0.7929999999999999,509107.0,0.479,0.907,0.0279,-10.759,0.0822,95.99,0.645,Electronic
73.0,0.615,0.467,320267.0,0.324,0.0248,0.118,-10.451,0.0255,94.301,0.166,Rock
33.0,0.978,0.434,208147.0,0.0867,0.86,0.407,-22.613000000000003,0.0527,79.847,0.82,Classical
54.0,0.0471,0.7979999999999999,190918.0,0.721,0.0,0.0626,-4.964,0.0927,104.943,0.41,Rap
55.0,0.000197,0.6559999999999999,345284.0,0.8640000000000001,0.107,0.281,-7.895,0.0414,93.197,0.617,Rock
56.0,0.955,0.465,284867.0,0.242,0.0223,0.126,-10.46,0.0298,102.812,0.315,Rock
64.0,0.039,0.8240000000000001,249533.0,0.366,0.106,0.0403,-10.96,0.145,73.949,0.895,Rock
43.0,0.00153,0.196,331653.0,0.737,0.745,0.0865,-8.961,0.0728,96.138,0.0898,Anime
52.0,0.0031,0.769,195347.0,0.601,0.0,0.272,-8.402000000000001,0.171,168.99599999999998,0.4479999999999999,Hip-Hop
60.0,0.00792,0.306,287880.0,0.872,0.8,0.261,-7.313,0.05,167.946,0.648,Rock
58.0,0.0844,0.593,-1.0,0.8370000000000001,0.0,0.148,-4.834,0.0302,99.947,0.569,Rock
63.0,0.0371,0.437,266493.0,0.337,0.000946,0.0981,-11.439,0.0326,120.40649672489091,0.0784,Alternative
37.0,0.995,0.45,85707.0,0.00251,0.926,0.0571,-38.718,0.0535,62.44,0.0896,Classical
28.0,0.7140000000000001,0.616,113813.0,0.186,1.32e-06,0.166,-13.757,0.051,119.747,0.878,Blues
54.0,0.181,0.799,252693.0,0.665,0.136,0.125,-6.31,0.0455,89.49799999999999,0.7829999999999999,Rock
56.0,0.259,0.534,233893.0,0.457,0.0004,0.203,-8.66,0.0266,140.798,0.271,Rock
37.0,0.183,0.457,270690.0,0.92,0.955,0.206,-5.675,0.0441,73.984,0.595,Jazz
32.0,0.8059999999999999,0.423,123840.0,0.156,0.000587,0.623,-17.959,0.039,135.911,0.563,Classical
51.0,0.742,0.603,234080.0,0.36,0.0,0.233,-8.841000000000001,0.0309,122.021,0.347,Country
28.0,0.595,0.163,162027.0,0.44,0.909,0.142,-9.873,0.0436,154.357,0.126,Anime
61.0,0.00851,0.703,247829.0,0.785,0.0479,0.178,-7.632999999999999,0.0459,105.857,0.5920000000000001,Rock
68.0,0.0189,0.7170000000000001,205000.0,0.7959999999999999,8.94e-05,0.19,-3.677,0.0303,105.017,0.942,Rock
65.0,2.87e-05,0.529,195653.0,0.92,0.00202,0.0582,-4.168,0.0649,111.132,0.4379999999999999,Rock
54.0,0.929,0.1889999999999999,390328.0,0.195,0.807,0.0798,-19.454,0.0335,126.862,0.0389,Rock
38.0,0.637,0.752,553500.0,0.7909999999999999,0.7509999999999999,0.1,-12.4,0.0554,116.004,0.11,Electronic
13.0,0.7390000000000001,0.4,173000.0,0.437,0.967,0.132,-14.015999999999998,0.0503,120.40649672489091,0.142,Anime
63.0,0.000973,0.647,217493.0,0.71,0.703,0.0777,-4.692,0.0289999999999999,110.059,0.268,Rock
55.0,0.374,0.926,213120.0,0.354,0.0,0.49,-10.773,0.511,105.005,0.561,Hip-Hop
55.0,0.396,0.326,211520.0,0.65,0.0,0.119,-9.574,0.1989999999999999,84.461,0.4379999999999999,Rap
61.0,0.504,0.461,168920.0,0.7140000000000001,0.0171,0.684,-9.159,0.313,94.372,0.4539999999999999,Rock
50.0,0.000225,0.606,281147.0,0.905,0.00199,0.0724,-6.513999999999999,0.0486,126.793,0.672,Electronic
53.0,0.015,0.609,216693.0,0.807,0.00123,0.37,-8.286,0.0559,121.768,0.754,Country
58.0,0.34,0.508,296427.0,0.638,3.2e-05,0.0769,-4.671,0.0278,120.40649672489091,0.484,Rock
42.0,0.292,0.594,198467.0,0.718,0.0,0.0934,-5.755,0.0289,133.993,0.5489999999999999,Country
63.0,0.000393,0.272,262133.0,0.747,4.03e-05,0.16,-4.86,0.0401,202.777,0.255,Rock
64.0,0.35,0.764,174627.0,0.6459999999999999,0.0,0.0823,-9.349,0.0305,116.115,0.8859999999999999,Rock
76.0,0.209,0.667,207851.0,0.7979999999999999,0.015,0.0972,-5.935,0.0675,114.981,0.485,Rock
59.0,0.0088799999999999,0.49,224960.0,0.951,0.00126,0.376,-3.888,0.0966,158.075,0.628,Rock
51.0,0.0011099999999999,0.298,197480.0,0.597,0.0,0.0819,-12.107,0.0343,180.43400000000003,0.536,Rock
49.0,2.58e-05,0.475,177427.0,0.753,0.0968,0.212,-5.058,0.214,162.92,0.672,Alternative
80.0,0.00293,0.442,181533.0,0.943,8.71e-06,0.091,-3.205,0.0602,85.064,0.7809999999999999,Rock
58.0,0.000957,0.445,192533.0,0.909,3.5100000000000006e-05,0.3779999999999999,-4.109,0.134,94.025,0.297,Rock
45.0,0.0464,0.708,309227.0,0.745,0.873,0.365,-6.961,0.0424,122.016,0.161,Jazz
33.0,0.289,0.546,294933.0,0.437,0.000312,0.119,-8.993,0.0326,129.955,0.534,Blues
58.0,0.0368,0.53,223400.0,0.741,0.0,0.402,-3.821,0.0296,75.012,0.424,Rock
47.0,0.0135,0.162,369338.0,0.517,0.246,0.1159999999999999,-8.214,0.0631,173.743,0.109,Blues
71.0,0.0808,0.787,175721.0,0.552,0.0,0.102,-7.676,0.0685,120.40649672489091,0.21,Hip-Hop
42.0,0.0586,0.809,160500.0,0.27,0.901,0.257,-13.723,0.0781,80.009,0.108,Electronic
57.0,0.621,0.657,213958.0,0.49,0.81,0.106,-12.27,0.0393,120.40649672489091,0.53,Rock
70.0,0.0354,0.526,193773.0,0.8009999999999999,3.17e-06,0.0637,-3.717,0.0393,172.024,0.769,Rock
62.0,0.0108,0.743,243333.0,0.67,0.0702,0.22,-4.547,0.0293,110.832,0.934,Rock
55.0,0.0517,0.573,-1.0,0.738,7.929999999999999e-05,0.12,-5.855,0.283,207.852,0.565,Hip-Hop
52.0,0.059,0.625,158108.0,0.6990000000000001,0.0,0.231,-10.665,0.478,147.95600000000002,0.381,Rap
40.0,0.00851,0.5489999999999999,199240.0,0.895,1.12e-06,0.131,-7.145,0.0445,134.595,0.95,Alternative
22.0,0.0978,0.1889999999999999,139400.0,0.812,0.875,0.181,-10.686,0.0436,123.597,0.276,Electronic
60.0,0.27,0.546,196907.0,0.838,1.24e-05,0.0841,-3.51,0.0319,151.914,0.7190000000000001,Rock
65.0,0.0152,0.465,217824.0,0.917,0.02,0.286,-6.331,0.237,155.061,0.39,Rock
54.0,0.8640000000000001,0.736,182027.0,0.297,1.49e-05,0.0609,-9.648,0.0349,120.40649672489091,0.186,Rock
70.0,0.201,0.617,225800.0,0.779,0.0,0.1169999999999999,-5.084,0.287,83.33200000000001,0.887,Hip-Hop
31.0,0.158,0.498,410867.0,0.5710000000000001,0.00945,0.0553,-8.341000000000001,0.0281,139.226,0.492,Blues
56.0,0.392,0.482,323707.0,0.55,0.0208,0.111,-4.485,0.0267,114.435,0.353,Rock
63.0,0.00326,0.541,197800.0,0.916,2.04e-06,0.0967,-5.964,0.0612,156.015,0.627,Rock
52.0,0.0175,0.672,505093.0,0.792,0.0119,0.313,-6.436,0.0333,146.907,0.649,Rock
25.0,0.0161,0.815,149647.0,0.6659999999999999,0.552,0.0745,-5.995,0.2269999999999999,120.40649672489091,0.483,Electronic
73.0,0.000917,0.433,269373.0,0.959,0.0,0.0279999999999999,-4.04,0.0431,120.40649672489091,0.365,Alternative
60.0,0.00798,0.562,185960.0,0.843,3.1e-05,0.1119999999999999,-4.238,0.0363,91.979,0.262,Rock
30.0,0.982,0.56,61867.0,0.147,0.3929999999999999,0.0852,-24.839,0.0413,164.16299999999998,0.5760000000000001,Anime
41.0,0.934,0.185,182773.0,0.0805,0.0125,0.0841,-21.025,0.0428,89.936,0.0574,Classical
57.0,0.103,0.2789999999999999,496573.0,0.472,0.8740000000000001,0.063,-16.42,0.0295,115.13,0.135,Rock
29.0,0.176,0.609,344160.0,0.888,0.0,0.15,-2.814,0.036,119.959,0.696,Anime
