avg_dist,avg_rating_by_driver,avg_rating_of_driver,avg_inc_price,inc_pct,weekday_pct,fancy_car_user,city_Carthag,city_Harko,phone_iPhone,first_month_cat_more_1_trip,first_month_cat_no_trips,month_5_still_here
2.86,3.0,5.0,1.0,0.0,100.0,True,1,0,1,0,0,0
16.65,5.0,5.0,1.0,0.0,100.0,True,1,0,0,0,1,1
23.19,5.0,4.3,1.0,0.0,100.0,False,0,1,1,1,0,1
5.78,4.0,5.0,1.0,0.0,0.0,False,0,0,1,0,0,0
5.74,4.4,5.0,1.0,0.0,40.0,True,0,0,1,1,0,1
5.05,5.0,,1.0,0.0,100.0,False,0,0,1,0,1,1
8.07,4.8,4.6,1.06,3.7,63.0,True,0,0,1,1,0,1
3.98,5.0,4.8,1.11,28.6,57.1,False,1,0,1,1,0,0
20.58,4.0,,1.0,0.0,0.0,False,0,0,1,0,1,0
0.85,5.0,,1.0,0.0,0.0,False,1,0,0,0,0,0
5.47,5.0,,1.0,0.0,100.0,False,0,0,1,0,0,0
4.9,4.5,5.0,1.0,0.0,100.0,True,0,0,0,0,0,0
4.13,5.0,3.3,1.0,0.0,66.7,False,0,0,1,0,0,0
7.87,4.0,5.0,1.0,0.0,0.0,False,1,0,0,0,0,0
3.63,4.5,5.0,1.0,0.0,75.0,False,0,0,1,0,1,1
6.09,5.0,4.0,1.0,0.0,0.0,False,1,0,1,0,0,0
4.99,4.9,4.2,1.0,0.0,55.6,True,0,1,1,0,1,0
2.0,4.8,4.5,1.13,23.5,47.1,True,1,0,1,1,0,1
3.0,5.0,5.0,1.0,0.0,100.0,False,0,1,1,0,0,0
6.72,5.0,5.0,1.08,33.3,33.3,False,1,0,1,0,0,1
0.69,5.0,4.5,1.0,0.0,100.0,False,0,0,1,1,0,0
0.96,5.0,4.5,1.0,0.0,0.0,False,0,0,1,0,1,0
2.63,5.0,4.7,1.0,0.0,55.0,True,0,1,1,1,0,1
14.03,5.0,4.7,1.17,25.0,91.7,False,0,0,1,1,0,1
5.07,4.9,4.7,1.01,3.6,60.7,True,0,0,0,1,0,1
4.8,4.5,4.5,1.0,0.0,50.0,False,0,0,0,0,0,0
15.61,5.0,5.0,1.0,0.0,100.0,False,1,0,0,0,1,1
0.79,5.0,,1.25,100.0,0.0,False,0,0,0,0,0,0
3.06,4.8,4.8,1.15,18.2,34.5,True,1,0,1,1,0,1
6.13,4.6,4.6,1.02,6.3,56.3,False,0,0,0,0,0,1
2.89,5.0,5.0,1.13,50.0,0.0,False,1,0,1,0,1,0
2.56,4.0,4.0,1.0,0.0,100.0,True,1,0,1,0,0,0
3.97,5.0,5.0,1.0,0.0,0.0,False,0,0,0,0,1,0
1.98,5.0,3.0,1.0,0.0,100.0,True,1,0,0,0,1,1
3.68,5.0,5.0,1.0,0.0,100.0,False,1,0,1,0,1,1
8.94,4.8,3.2,1.05,6.3,100.0,False,0,1,1,0,1,1
0.88,5.0,5.0,1.0,0.0,100.0,False,1,0,1,0,0,0
2.17,5.0,5.0,1.25,25.0,75.0,True,0,1,1,0,1,0
14.52,5.0,5.0,1.0,0.0,100.0,False,0,0,1,0,1,1
5.21,5.0,,2.13,50.0,50.0,True,0,0,1,0,0,0
0.83,5.0,5.0,1.0,0.0,0.0,False,0,0,1,0,0,0
11.24,5.0,,1.0,0.0,50.0,False,0,0,1,0,1,0
11.51,5.0,5.0,1.0,0.0,66.7,False,0,0,0,0,0,0
4.04,5.0,4.8,1.0,0.0,0.0,False,1,0,0,0,1,1
7.24,5.0,,1.0,0.0,100.0,False,1,0,1,0,0,0
35.24,5.0,5.0,1.0,0.0,60.0,False,0,1,1,0,1,1
2.77,5.0,5.0,1.0,0.0,0.0,False,1,0,0,0,0,0
4.49,5.0,,1.0,0.0,100.0,False,1,0,1,0,1,0
1.53,5.0,5.0,1.0,0.0,100.0,False,1,0,1,1,0,0
4.55,4.4,4.4,1.11,14.3,85.7,True,0,0,1,1,0,1
2.92,5.0,5.0,2.0,100.0,0.0,False,0,0,1,0,1,0
3.08,4.9,4.3,1.09,14.3,50.0,False,0,1,1,1,0,1
1.2,5.0,3.0,1.0,0.0,100.0,False,0,0,1,0,0,0
0.89,5.0,4.0,1.25,100.0,0.0,False,0,0,1,0,1,1
18.67,4.0,,1.0,0.0,50.0,False,0,0,1,0,0,0
1.94,4.4,5.0,1.0,0.0,84.0,True,0,0,1,1,0,1
0.0,5.0,4.0,1.0,0.0,0.0,False,1,0,1,0,0,0
2.69,3.7,5.0,1.0,0.0,0.0,True,1,0,1,0,1,1
8.75,4.7,5.0,1.05,6.7,66.7,True,0,0,1,1,0,1
3.37,5.0,4.3,1.01,5.9,41.2,True,0,0,1,1,0,1
0.48,5.0,4.0,1.0,0.0,0.0,False,0,1,0,0,0,0
4.06,4.8,4.8,1.0,0.0,80.0,False,0,1,1,0,1,0
6.17,5.0,5.0,1.33,33.3,100.0,False,0,0,1,1,0,0
2.54,4.7,5.0,1.0,0.0,54.5,False,0,0,0,1,0,0
20.96,5.0,,1.0,0.0,0.0,True,1,0,1,0,1,0
0.74,4.3,4.3,1.0,0.0,33.3,False,0,0,1,1,0,0
2.6,4.5,4.8,1.02,3.3,83.3,False,1,0,1,1,0,1
3.65,5.0,5.0,1.25,40.0,60.0,False,0,1,1,1,0,1
18.87,5.0,5.0,1.0,0.0,100.0,True,1,0,1,1,0,0
17.28,5.0,5.0,1.0,0.0,100.0,True,0,0,1,0,0,0
3.96,4.9,4.4,1.0,0.0,62.5,False,1,0,0,1,0,0
2.59,5.0,5.0,1.0,0.0,100.0,False,1,0,1,0,0,0
2.33,5.0,5.0,1.0,0.0,0.0,True,1,0,1,0,0,0
2.32,5.0,,1.0,0.0,0.0,True,0,1,0,0,0,0
8.21,4.8,3.6,1.0,0.0,62.1,True,0,0,1,0,1,1
3.66,5.0,4.0,1.88,50.0,50.0,False,1,0,1,1,0,1
7.88,3.0,5.0,1.0,0.0,100.0,True,1,0,1,0,1,0
4.02,4.8,5.0,1.0,0.0,80.0,False,0,1,1,1,0,1
9.54,5.0,5.0,1.0,0.0,0.0,True,0,0,1,0,1,0
0.8,4.7,5.0,1.0,0.0,83.3,False,0,0,0,1,0,0
4.95,4.9,5.0,1.2,31.3,50.0,False,0,1,1,1,0,1
1.62,4.0,4.5,1.0,0.0,33.3,False,0,0,1,0,0,0
2.64,5.0,,1.0,0.0,33.3,False,0,0,0,0,0,0
4.24,4.5,5.0,1.0,0.0,0.0,False,1,0,1,1,0,0
5.79,5.0,5.0,1.0,0.0,0.0,False,1,0,1,0,0,0
4.21,4.5,4.2,1.17,15.4,61.5,True,1,0,1,1,0,1
3.41,5.0,5.0,1.0,0.0,0.0,True,0,0,1,0,0,1
20.14,5.0,5.0,1.0,0.0,100.0,False,1,0,1,0,0,0
12.08,4.8,3.3,1.03,11.1,100.0,True,0,0,1,1,0,1
4.25,4.0,,1.0,0.0,100.0,False,0,0,0,0,1,1
1.19,5.0,3.0,1.0,0.0,0.0,False,0,0,0,0,0,0
3.99,5.0,5.0,1.0,0.0,100.0,True,0,1,1,0,1,1
2.31,4.4,5.0,1.14,14.3,42.9,False,1,0,0,0,1,1
2.17,4.0,5.0,1.0,0.0,50.0,False,1,0,1,0,0,1
4.82,4.7,5.0,1.03,3.1,70.8,False,0,0,1,1,0,1
16.47,5.0,5.0,1.0,0.0,33.3,True,0,1,1,0,1,1
16.29,5.0,5.0,1.0,0.0,100.0,True,0,1,0,1,0,0
0.98,5.0,3.3,1.0,0.0,100.0,True,0,0,1,1,0,0
3.14,5.0,3.0,1.0,0.0,0.0,False,0,0,0,1,0,0
1.7,4.7,5.0,1.0,0.0,0.0,True,0,0,1,1,0,0
1.98,5.0,5.0,1.15,30.0,60.0,True,0,1,1,0,1,1
8.06,4.5,4.0,1.0,0.0,0.0,True,1,0,1,1,0,0
4.09,4.9,4.9,1.13,15.8,84.2,False,0,1,1,1,0,1
0.74,5.0,3.0,1.13,25.0,100.0,False,0,0,1,1,0,0
5.87,4.8,4.3,1.13,12.5,100.0,False,0,0,1,0,1,1
3.97,4.7,4.8,1.03,4.2,84.5,True,1,0,1,1,0,1
4.72,5.0,,1.0,0.0,0.0,False,0,0,1,0,1,1
2.41,5.0,,1.0,0.0,0.0,True,0,0,1,0,1,0
7.44,4.7,4.8,1.08,7.7,84.6,False,0,0,1,0,0,1
1.33,5.0,5.0,1.13,50.0,50.0,True,0,1,1,0,1,1
4.51,5.0,5.0,1.0,0.0,100.0,True,0,0,0,0,0,0
3.17,5.0,,1.13,50.0,50.0,True,0,0,1,0,0,0
7.44,5.0,5.0,1.0,0.0,50.0,True,0,0,0,0,1,0
15.01,5.0,,1.0,0.0,0.0,False,0,0,1,0,1,0
4.03,5.0,3.3,1.0,0.0,100.0,False,0,1,1,1,0,0
2.08,2.0,,1.0,0.0,100.0,False,0,0,0,0,1,0
2.58,4.8,4.4,1.22,44.4,66.7,True,1,0,1,0,1,0
1.83,5.0,,1.5,100.0,100.0,False,1,0,0,0,1,0
2.25,5.0,4.5,1.17,16.7,66.7,True,1,0,1,0,0,1
1.21,4.0,,1.0,0.0,100.0,True,0,0,1,0,0,0
5.18,5.0,5.0,1.02,10.0,90.0,False,0,1,1,0,1,0
4.56,5.0,4.0,1.0,0.0,100.0,False,0,0,0,0,0,0
2.96,4.5,5.0,1.0,0.0,50.0,True,0,0,1,0,0,0
2.01,4.8,3.3,1.0,0.0,100.0,True,1,0,1,1,0,0
4.54,4.5,4.0,1.1,4.0,80.0,True,0,0,1,1,0,1
11.7,4.0,,1.0,0.0,0.0,False,0,0,1,0,1,1
4.12,4.8,4.9,1.07,7.9,44.7,True,0,0,1,1,0,1
2.76,4.8,5.0,1.08,7.7,84.6,True,0,0,1,1,0,1
3.89,4.9,4.8,1.21,25.0,50.0,True,0,0,0,1,0,1
15.05,5.0,5.0,1.0,0.0,0.0,False,0,0,0,0,1,0
1.7,5.0,3.0,1.0,0.0,0.0,False,0,1,1,0,1,1
1.48,4.6,4.5,1.0,0.0,54.8,False,0,0,0,1,0,0
2.84,5.0,5.0,1.5,100.0,0.0,False,1,0,1,0,0,0
5.74,5.0,4.5,1.0,0.0,87.5,False,0,0,1,1,0,1
7.34,4.0,4.0,1.0,0.0,0.0,False,0,0,0,0,0,0
2.02,4.5,4.0,1.0,0.0,0.0,True,0,0,1,0,1,0
4.79,4.9,5.0,1.0,0.0,55.6,False,0,0,0,1,0,1
5.26,5.0,5.0,1.0,0.0,100.0,False,0,0,0,0,0,0
7.94,5.0,5.0,1.0,0.0,66.7,True,1,0,0,0,1,0
2.96,4.9,4.7,1.0,0.0,77.8,True,1,0,0,0,1,1
6.37,5.0,4.0,1.0,0.0,100.0,False,0,0,1,0,1,1
1.86,5.0,4.9,1.07,16.7,50.0,False,0,1,1,0,0,1
3.52,4.7,5.0,1.0,0.0,100.0,False,0,0,1,1,0,1
15.28,5.0,5.0,1.0,0.0,80.0,False,1,0,1,0,0,1
4.38,4.3,5.0,1.0,0.0,87.5,False,0,0,1,1,0,1
3.79,4.9,4.9,1.01,2.0,46.9,True,0,1,1,1,0,1
0.66,4.0,5.0,1.0,0.0,0.0,False,0,0,1,0,1,0
1.76,4.7,3.0,1.0,0.0,33.3,True,0,0,1,1,0,0
5.06,4.4,5.0,1.0,0.0,44.4,True,0,0,1,0,0,1
3.39,4.0,5.0,1.0,0.0,25.0,False,0,0,0,0,0,1
6.83,5.0,5.0,1.0,0.0,100.0,True,1,0,1,0,0,0
12.32,5.0,5.0,1.0,0.0,100.0,False,0,1,1,0,1,1
12.06,4.5,4.8,1.0,0.0,100.0,False,0,0,1,0,1,1
4.52,5.0,5.0,1.0,0.0,100.0,False,0,1,0,0,0,0
4.7,4.6,4.9,1.0,0.0,80.0,True,1,0,1,1,0,1
3.06,4.9,4.3,1.18,28.6,85.7,False,1,0,1,1,0,1
2.73,5.0,5.0,1.05,13.3,80.0,False,0,1,1,0,0,1
2.35,5.0,5.0,1.18,28.6,100.0,True,1,0,1,1,0,0
14.79,5.0,3.9,1.0,0.0,75.0,True,0,0,1,0,0,1
2.9,5.0,,1.0,0.0,0.0,False,0,1,1,0,1,0
3.52,4.4,5.0,1.0,0.0,87.5,False,0,0,0,1,0,1
2.98,4.8,3.5,1.0,0.0,52.4,False,0,0,0,1,0,0
3.02,5.0,4.5,1.0,0.0,0.0,True,0,1,0,1,0,0
4.37,4.8,4.7,1.0,0.0,68.4,False,1,0,1,1,0,1
12.92,5.0,,1.0,0.0,100.0,False,0,0,1,0,0,0
2.72,4.8,4.3,1.16,17.1,60.0,False,0,0,1,1,0,1
7.83,5.0,5.0,1.0,0.0,85.7,True,0,0,1,1,0,0
16.32,3.0,,1.0,0.0,0.0,True,0,0,1,0,1,0
2.31,5.0,5.0,1.0,0.0,0.0,True,0,1,1,0,1,0
3.45,4.7,4.1,1.0,0.0,55.6,False,0,0,1,0,1,1
2.66,4.7,4.5,1.17,33.3,33.3,False,0,0,1,1,0,0
5.35,5.0,4.0,1.0,0.0,66.7,False,0,0,0,0,0,0
2.2,5.0,,1.0,0.0,0.0,True,0,1,0,0,0,0
4.31,4.8,4.9,1.07,5.9,52.9,True,0,0,1,0,1,1
8.35,5.0,4.3,1.0,0.0,75.0,False,1,0,1,0,1,0
2.73,5.0,5.0,1.0,0.0,100.0,False,1,0,1,0,0,0
5.28,4.5,5.0,1.0,0.0,50.0,False,0,0,0,0,1,0
4.85,4.8,4.3,1.0,0.0,75.0,False,0,0,1,0,0,0
10.04,5.0,,1.0,0.0,0.0,False,1,0,1,0,0,0
2.77,5.0,4.0,1.38,50.0,100.0,False,0,0,0,1,0,0
6.48,4.8,5.0,1.75,33.3,50.0,False,0,0,1,1,0,1
3.99,5.0,5.0,1.0,0.0,50.0,True,1,0,1,1,0,0
9.01,5.0,5.0,1.0,0.0,50.0,True,0,0,1,0,1,0
4.79,5.0,,1.0,0.0,100.0,False,0,0,1,0,1,0
5.95,5.0,4.7,1.0,0.0,35.7,False,0,0,1,1,0,1
2.71,4.7,4.4,1.01,3.8,100.0,True,0,1,1,1,0,1
6.34,5.0,4.7,1.0,0.0,0.0,False,1,0,1,1,0,0
3.83,5.0,5.0,1.04,16.7,66.7,False,1,0,0,1,0,0
6.8,5.0,4.0,1.0,0.0,100.0,True,1,0,1,0,1,0
3.44,5.0,,1.0,0.0,0.0,False,0,0,1,0,0,0
1.58,1.0,,1.0,0.0,100.0,True,1,0,1,0,1,1
1.6,5.0,,1.0,0.0,100.0,True,0,0,1,0,1,0
4.55,4.0,4.0,1.0,0.0,50.0,False,0,0,0,0,0,0
2.83,5.0,3.0,1.0,0.0,100.0,False,0,1,1,0,1,1
14.72,5.0,5.0,1.0,0.0,0.0,True,1,0,0,0,0,0
2.27,5.0,3.1,1.0,0.0,85.7,True,1,0,0,1,0,0
4.66,5.0,5.0,1.0,0.0,33.3,True,1,0,1,0,1,1
1.75,4.5,3.3,1.29,16.7,100.0,True,0,0,0,1,0,0
4.42,4.9,4.7,1.27,40.0,50.0,False,0,1,1,0,1,1
1.37,5.0,3.5,1.0,0.0,50.0,False,0,0,0,1,0,0
2.14,5.0,2.0,1.13,50.0,100.0,False,1,0,0,1,0,0
0.64,3.0,,2.0,100.0,0.0,False,1,0,1,0,1,1
5.12,5.0,5.0,1.0,0.0,0.0,False,0,1,1,0,0,0
6.25,4.7,4.9,1.08,10.0,70.0,False,0,1,1,1,0,1
5.68,4.0,4.5,1.0,0.0,100.0,False,0,1,1,0,1,1
3.87,4.9,5.0,1.0,0.0,37.5,False,1,0,1,1,0,1
1.76,5.0,4.8,1.1,22.2,66.7,False,0,1,1,1,0,1
4.14,5.0,5.0,1.0,0.0,100.0,False,1,0,0,0,1,0
5.3,4.3,3.2,1.0,0.0,33.3,False,0,0,1,0,1,1
2.45,5.0,,1.0,0.0,100.0,False,0,1,0,0,1,0
25.29,5.0,4.0,1.0,0.0,100.0,True,1,0,0,1,0,0
3.38,4.9,4.5,1.16,25.0,91.7,True,0,1,1,1,0,1
2.6,5.0,5.0,1.0,0.0,44.4,True,0,0,1,1,0,1
6.91,4.6,5.0,1.2,20.0,60.0,False,0,0,1,0,1,1
7.01,5.0,5.0,1.0,0.0,100.0,False,0,0,0,0,1,0
2.14,5.0,5.0,1.0,0.0,0.0,True,1,0,1,0,0,0
2.37,4.3,4.6,1.16,25.0,37.5,False,0,1,1,0,1,1
12.71,3.0,,1.0,0.0,100.0,True,1,0,1,0,0,0
10.13,5.0,4.7,1.0,0.0,66.7,False,1,0,0,1,0,0
3.94,5.0,,1.0,0.0,0.0,False,0,0,0,0,0,0
5.38,5.0,5.0,1.0,0.0,0.0,False,0,0,0,0,1,1
2.52,5.0,5.0,1.0,0.0,33.3,False,0,0,1,0,0,1
1.54,4.0,4.0,1.0,0.0,100.0,False,0,0,0,1,0,0
17.19,4.5,5.0,1.0,0.0,75.0,False,0,1,1,1,0,0
2.65,4.9,4.8,1.05,6.0,78.0,False,0,1,0,1,0,1
4.96,3.8,4.0,1.0,0.0,16.7,True,0,0,1,0,1,1
2.75,5.0,5.0,1.0,0.0,0.0,True,0,0,1,0,1,0
11.44,4.0,5.0,1.0,0.0,100.0,False,0,0,0,0,0,0
4.46,5.0,,1.0,0.0,0.0,False,0,1,1,0,0,0
2.74,4.8,4.8,1.23,22.6,71.0,False,1,0,1,1,0,1
14.33,5.0,,1.0,0.0,100.0,True,1,0,1,0,0,0
2.58,4.9,4.2,1.11,11.1,55.6,False,1,0,0,0,0,1
2.76,4.9,4.7,1.0,0.0,71.4,True,0,0,1,1,0,0
5.28,5.0,5.0,1.0,0.0,100.0,False,0,1,1,0,0,0
5.14,4.8,5.0,1.0,0.0,100.0,True,0,0,0,0,0,1
16.73,5.0,5.0,1.0,0.0,0.0,False,0,0,0,0,1,0
2.84,5.0,4.8,1.0,0.0,76.9,False,0,1,1,1,0,0
15.76,4.8,5.0,1.0,0.0,56.8,True,0,1,1,1,0,1
7.18,5.0,4.3,1.0,0.0,50.0,False,0,0,1,1,0,1
1.11,5.0,5.0,1.0,0.0,100.0,True,0,1,1,0,1,1
4.15,5.0,,1.0,0.0,0.0,False,0,0,1,0,1,1
5.63,4.6,3.9,1.13,15.6,68.8,False,0,0,1,1,0,0
8.09,5.0,,1.0,0.0,100.0,False,0,0,1,0,0,0
3.85,4.8,4.7,1.08,22.6,79.2,True,0,1,1,1,0,1
5.69,4.8,4.1,1.13,16.7,50.0,False,1,0,1,1,0,1
29.26,5.0,5.0,1.0,0.0,50.0,True,0,1,1,1,0,1
4.84,5.0,5.0,1.0,0.0,100.0,False,1,0,0,1,0,0
13.01,5.0,5.0,1.0,0.0,100.0,False,0,1,1,1,0,0
4.19,5.0,5.0,1.0,0.0,0.0,False,0,0,1,0,1,0
6.07,4.0,5.0,1.0,0.0,100.0,False,0,0,0,0,0,0
5.71,5.0,4.0,1.0,0.0,75.0,True,0,0,1,0,0,0
23.58,5.0,5.0,1.0,0.0,100.0,False,0,0,0,0,0,0
3.27,4.6,4.6,1.22,22.2,66.7,False,1,0,1,0,1,1
2.58,5.0,5.0,1.14,28.6,57.1,True,1,0,1,1,0,1
8.31,5.0,2.0,1.0,0.0,50.0,False,1,0,1,0,1,1
2.0,5.0,5.0,1.06,25.0,50.0,False,0,0,0,1,0,0
4.11,4.8,4.3,1.14,27.3,59.1,True,1,0,1,1,0,1
2.53,5.0,4.5,1.0,0.0,100.0,False,0,1,1,1,0,1
7.15,4.5,4.4,1.04,11.3,66.2,True,1,0,1,1,0,1
0.59,5.0,5.0,1.0,0.0,100.0,True,1,0,1,0,0,0
4.24,5.0,1.0,1.0,0.0,100.0,True,1,0,1,0,1,1
1.73,5.0,5.0,1.0,0.0,100.0,True,1,0,0,0,1,0
3.86,4.8,4.7,1.0,0.0,90.0,False,0,1,1,1,0,1
6.62,5.0,2.5,1.14,14.3,28.6,True,1,0,1,1,0,1
4.18,4.0,4.0,1.0,0.0,0.0,True,0,0,1,0,1,0
7.27,4.8,5.0,1.0,0.0,20.0,False,0,0,1,1,0,0
2.12,4.7,4.9,1.04,15.0,40.0,False,0,1,1,1,0,1
2.42,5.0,,1.0,0.0,100.0,True,0,0,0,0,1,0
9.1,5.0,4.5,1.0,0.0,100.0,False,0,0,1,0,1,1
3.09,4.9,4.2,1.03,6.3,37.5,False,0,0,1,1,0,1
5.23,4.7,3.0,1.03,5.3,52.6,False,0,0,1,1,0,0
1.51,5.0,4.0,1.0,0.0,50.0,False,1,0,0,1,0,0
8.87,4.7,3.3,1.0,0.0,57.1,False,0,0,1,1,0,1
7.16,5.0,5.0,1.0,0.0,100.0,False,1,0,1,0,1,0
6.7,5.0,5.0,1.0,0.0,0.0,False,1,0,0,0,0,0
1.66,5.0,5.0,1.0,0.0,0.0,False,0,0,0,0,0,0
8.8,5.0,5.0,1.0,0.0,100.0,False,0,0,0,0,0,0
6.98,5.0,4.8,1.0,0.0,40.0,False,1,0,1,1,0,0
3.13,5.0,,1.0,0.0,100.0,False,0,0,0,0,0,0
3.95,5.0,,1.0,0.0,0.0,False,0,0,1,0,1,0
10.05,5.0,,1.0,0.0,100.0,True,1,0,1,1,0,0
1.96,5.0,5.0,1.0,0.0,0.0,True,0,1,1,0,1,0
7.08,4.6,3.7,1.0,0.0,50.0,False,0,0,1,0,1,1
3.61,5.0,,1.0,0.0,100.0,True,0,0,1,1,0,1
21.13,5.0,5.0,1.0,0.0,100.0,True,0,0,1,0,1,1
2.93,4.8,4.6,1.06,11.1,55.6,True,1,0,1,1,0,0
3.35,5.0,5.0,1.0,0.0,100.0,True,1,0,0,0,0,0
3.57,4.6,5.0,1.01,3.4,41.4,False,0,0,1,1,0,1
11.79,5.0,4.0,1.0,0.0,100.0,False,0,1,1,0,0,0
10.7,5.0,5.0,1.0,0.0,100.0,False,0,0,0,0,1,0
15.36,5.0,,1.0,0.0,0.0,True,0,1,1,0,1,1
6.81,4.6,3.0,1.0,0.0,80.0,False,0,0,1,0,0,1
3.11,5.0,4.2,1.13,20.0,70.0,True,0,0,1,1,0,1
4.72,5.0,5.0,1.0,0.0,100.0,True,1,0,1,0,1,0
2.4,5.0,5.0,1.0,0.0,0.0,False,0,0,0,0,0,0
2.17,4.7,3.8,1.0,0.0,100.0,False,0,0,0,0,0,0
4.75,5.0,5.0,1.0,0.0,60.0,True,0,1,1,1,0,1
3.8,4.8,5.0,1.0,0.0,80.0,False,0,0,1,0,0,1
1.4,4.3,2.8,1.05,4.4,71.1,True,0,0,0,1,0,0
6.48,5.0,5.0,1.0,0.0,100.0,False,1,0,0,1,0,0
0.04,4.0,,1.0,0.0,100.0,False,0,0,1,0,1,1
4.64,5.0,4.4,1.06,25.0,75.0,True,0,1,1,1,0,1
4.02,4.7,4.7,1.0,0.0,55.6,False,0,0,1,1,0,0
2.7,4.5,4.7,1.01,1.4,95.9,False,0,0,1,1,0,1
1.81,5.0,4.0,2.0,100.0,0.0,False,1,0,1,0,0,0
2.78,5.0,4.9,1.0,0.0,85.7,False,0,0,1,1,0,0
5.76,4.5,2.0,1.0,0.0,50.0,False,1,0,0,0,1,0
3.88,4.8,5.0,1.0,0.0,100.0,False,1,0,0,1,0,1
5.29,5.0,5.0,1.0,0.0,0.0,False,0,0,0,0,1,0
2.67,4.8,4.8,1.0,0.0,85.7,True,0,0,0,1,0,1
5.07,4.8,4.8,1.14,20.0,76.7,True,0,1,1,1,0,1
5.27,4.8,4.4,1.17,16.7,66.7,True,0,1,0,0,1,1
10.6,5.0,4.8,1.02,9.1,54.5,True,0,1,1,1,0,1
9.7,5.0,1.0,1.0,0.0,100.0,False,1,0,1,0,0,0
1.97,3.5,3.0,1.0,0.0,100.0,True,0,0,0,0,1,1
5.12,4.5,3.6,1.0,0.0,100.0,True,0,0,1,1,0,1
2.45,4.7,4.7,1.0,0.0,0.0,True,0,0,1,0,1,1
0.65,5.0,5.0,1.0,0.0,100.0,False,1,0,1,0,1,0
1.31,5.0,4.0,1.0,0.0,50.0,False,1,0,0,1,0,0
7.98,5.0,,1.0,0.0,100.0,True,1,0,1,0,0,0
4.06,4.7,4.6,1.02,3.4,51.7,True,0,0,1,0,0,1
5.11,4.6,4.8,1.0,0.0,75.0,False,0,1,1,1,0,1
2.85,5.0,4.5,1.0,0.0,75.0,True,1,0,1,0,0,1
1.65,5.0,3.7,1.0,0.0,80.0,False,0,0,1,1,0,0
8.5,4.0,5.0,1.0,0.0,100.0,False,0,1,1,0,1,1
2.38,4.4,5.0,1.0,0.0,42.9,True,0,0,1,1,0,1
2.06,4.6,4.6,1.01,3.7,74.1,True,1,0,1,1,0,1
2.98,4.8,4.5,1.0,0.0,75.0,False,0,0,1,0,0,1
13.61,5.0,5.0,1.0,0.0,0.0,False,0,0,0,0,1,0
2.96,4.9,5.0,1.0,0.0,66.7,False,0,0,1,0,0,1
2.41,4.7,4.6,1.21,22.2,44.4,True,1,0,1,1,0,1
2.57,4.9,4.9,1.06,15.2,67.4,False,0,1,0,1,0,1
14.62,5.0,,1.0,0.0,0.0,True,0,1,1,0,1,1
1.69,5.0,4.5,1.0,0.0,100.0,False,0,1,1,1,0,0
2.04,5.0,5.0,2.25,100.0,100.0,False,0,1,1,0,1,0
3.72,4.9,4.6,1.05,7.7,56.4,False,0,0,1,1,0,1
1.73,4.5,4.5,1.0,0.0,100.0,False,0,0,1,0,1,0
6.43,4.5,4.7,1.0,0.0,100.0,True,0,0,1,0,0,1
0.89,5.0,,1.0,0.0,100.0,True,1,0,0,0,1,0
4.51,5.0,5.0,1.0,0.0,0.0,False,0,1,1,0,0,0
16.46,4.3,3.0,1.0,0.0,100.0,True,0,0,1,0,0,1
1.74,4.6,5.0,1.04,6.1,90.9,False,0,0,1,1,0,1
2.28,5.0,4.5,1.0,0.0,100.0,True,0,0,0,0,1,1
8.62,4.7,3.6,1.05,7.1,42.9,True,0,0,1,0,1,1
2.26,5.0,,1.0,0.0,50.0,False,0,0,1,0,0,0
2.51,4.7,4.9,1.06,7.4,55.6,False,0,0,0,1,0,0
1.96,5.0,5.0,1.0,0.0,0.0,False,0,0,1,1,0,0
5.42,5.0,,1.0,0.0,100.0,False,0,0,1,0,1,0
3.51,5.0,5.0,1.38,25.0,50.0,False,0,0,1,0,1,1
26.28,5.0,5.0,1.0,0.0,100.0,True,1,0,0,0,0,0
6.12,5.0,4.0,1.0,0.0,0.0,True,1,0,1,0,1,1
10.67,5.0,,2.25,100.0,0.0,False,0,0,0,0,0,0
3.87,4.4,4.7,1.02,4.5,69.7,False,0,0,1,1,0,1
9.23,5.0,5.0,1.0,0.0,25.0,True,0,0,1,0,1,0
2.35,4.0,3.5,1.0,0.0,100.0,True,0,0,1,0,1,1
11.27,5.0,,1.0,0.0,0.0,False,0,0,0,0,1,1
3.0,4.8,4.6,1.06,15.8,76.3,False,1,0,1,1,0,1
4.64,5.0,5.0,1.0,0.0,100.0,True,1,0,1,0,1,1
6.49,5.0,,1.0,0.0,0.0,True,0,0,1,0,0,0
7.13,4.7,5.0,1.0,0.0,75.0,False,1,0,1,0,1,1
1.91,5.0,,1.0,0.0,0.0,True,1,0,0,0,1,0
5.88,5.0,5.0,1.0,0.0,25.0,False,1,0,1,0,0,0
5.45,4.2,4.7,1.0,0.0,83.3,True,0,0,1,1,0,1
11.65,5.0,3.0,1.0,0.0,100.0,True,0,0,0,0,0,0
4.12,4.6,5.0,1.06,9.3,51.2,True,0,0,1,1,0,1
4.06,5.0,4.5,1.0,0.0,50.0,False,1,0,1,1,0,0
5.34,5.0,,1.0,0.0,0.0,False,0,0,1,0,0,1
18.91,5.0,5.0,1.0,0.0,66.7,False,0,0,1,1,0,0
2.43,4.0,,3.0,100.0,0.0,False,1,0,0,0,0,0
