acousticness,artists,danceability,duration_ms,duration_minutes,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,valence,year
0.165,"['Drake', 'Santigold', 'Lil Wayne']",0.774,209957.0,3.499283333333333,0.912,1.0,2TWSilrWcTrgVKcP8kfEfg,0.0,2.0,0.745,-2.787,0.0,Unstoppable (feat. Santigold & Lil Wayne),48.0,2009,0.347,150.083,0.821,2009.0
0.236,['Glee Cast'],0.556,283667.0,4.727783333333333,0.804,0.0,43wOnyLJcwYfKVNxXZWPDz,0.0,8.0,0.38,-3.919,1.0,Somebody To Love (Glee Cast Version) - Cover of Queen Song,56.0,2009-11-02,0.0421,116.973,0.413,2009.0
0.397,['Florence + The Machine'],0.359,217547.0,3.625783333333333,0.527,0.0,0UdBCetwMDQO7JIhi7Waik,0.0,9.0,0.162,-6.371,0.0,Girl With One Eye,46.0,2009,0.125,87.28,0.239,2009.0
0.00466,['Skillet'],0.431,204787.0,3.413116666666667,0.908,0.0,1Kmqs7p26K1tii7ISro8J4,0.0,11.0,0.0693,-3.732,0.0,"It's Not Me, It's You",50.0,2009-08-24,0.0388,172.16400000000004,0.317,2009.0
0.8190000000000001,['Drake'],0.471,243724.0,4.0620666666666665,0.784,1.0,6MlGqWzDiLkZ0vmAEsisEk,1.13e-05,11.0,0.107,-8.25,0.0,The Calm,48.0,2009,0.883,160.833,0.258,2009.0
0.369,['Florence + The Machine'],0.597,185253.0,3.08755,0.516,0.0,3euILOYDltKArnqpupsE1W,0.0,7.0,0.261,-5.437,1.0,I'm Not Calling You A Liar,46.0,2009,0.0546,117.959,0.35,2009.0
0.000299,"['Usher', 'Plies']",0.402,256293.0,4.27155,0.741,0.0,1kLYMOFEzQX9PgdKB7VkSL,0.0,11.0,0.203,-3.822,1.0,Hey Daddy (Daddy's Home) (feat. Plies),48.0,2009-12-08,0.0411,127.835,0.356,2009.0
0.00232,"['Axwell', 'Sebastian Ingrosso', 'Steve Angello', 'Laidback Luke', 'Deborah Cox']",0.525,161719.0,2.6953166666666664,0.8490000000000001,0.0,25ZEYUgCJyf3gRxkqYbkIc,0.00196,10.0,0.322,-7.727,0.0,Leave The World Behind - Radio Edit,59.0,2009-05-04,0.0484,128.055,0.277,2009.0
0.0382,['Smile Empty Soul'],0.595,190773.0,3.17955,0.884,0.0,7ryIN2iKJiWvvIgEUAZieL,0.000118,8.0,0.142,-3.075,0.0,Don't Ever Leave,48.0,2009-08-25,0.0392,97.02,0.518,2009.0
0.000407,['Matt and Kim'],0.648,209667.0,3.49445,0.959,0.0,0ABcouSb4Fk8XbbEH1i0Ek,0.0647,6.0,0.153,-5.079,1.0,Good Ol' Fashion Nightmare,46.0,2009-01-20,0.0348,102.494,0.847,2009.0
0.00182,['Cage The Elephant'],0.398,196560.0,3.276,0.809,0.0,3cPLWRuXjNsqqNuZRosZaD,0.0,6.0,0.334,-6.162999999999999,0.0,Lotus,46.0,2009-03-24,0.0359,128.495,0.493,2009.0
0.0245,['Jonny Diaz'],0.457,231000.0,3.85,0.635,0.0,0BD6kjnLp2CGYAY3Vb6bUY,0.0,10.0,0.113,-5.9220000000000015,1.0,More Beautiful You,45.0,2009-05-05,0.0332,155.843,0.458,2009.0
0.0222,['Orianthi'],0.613,200253.0,3.33755,0.917,0.0,0M45YYpFECO0xvXlKgQ7sE,5.86e-06,5.0,0.105,-2.549,1.0,According To You,45.0,2009-01-01,0.054,131.007,0.5379999999999999,2009.0
0.373,['Paolo Nutini'],0.612,298693.0,4.9782166666666665,0.601,0.0,45ZmUXITNXixqBjelRmBSO,0.0,7.0,0.156,-7.809,1.0,Candy,49.0,2009-05-29,0.0421,125.164,0.368,2009.0
0.212,['Mayer Hawthorne'],0.782,150933.0,2.51555,0.544,0.0,2jJulR1CTEuHsXpS6bGDou,0.106,4.0,0.179,-5.448,1.0,Just Ain't Gonna Work Out,51.0,2009,0.0306,90.562,0.753,2009.0
0.0423,['Mr. C'],0.8540000000000001,222080.0,3.701333333333333,0.903,0.0,5xM801uXVrqhUb0PzeSLvJ,0.00576,11.0,0.316,-6.8210000000000015,0.0,Cha Cha Slide,57.0,2009-03-10,0.147,131.02,0.8140000000000001,2009.0
0.363,['Nesian N.I.N.E.'],0.875,262973.0,4.382883333333334,0.376,0.0,0ERGzuyTquZmQwOmeZLZpr,2.68e-05,10.0,0.0878,-11.342,1.0,Show Me,49.0,2009-10-05,0.0457,129.998,0.91,2009.0
0.302,['John Mayer'],0.54,314853.0,5.24755,0.643,0.0,6OXt9aSIr4DSxSR3Qjrtgp,0.000135,11.0,0.0881,-9.088,0.0,Assassin,51.0,2009-11-13,0.0485,159.929,0.593,2009.0
0.933,['Melody Gardot'],0.516,210693.0,3.51155,0.24,0.0,3XZN4wXwG2o0OadHWExzPr,0.0228,10.0,0.17,-13.130999999999998,0.0,Baby I'm A Fool,51.0,2009-01-01,0.0404,112.981,0.277,2009.0
0.000857,['Chevelle'],0.459,207027.0,3.45045,0.946,0.0,2pYnpQHChbpwxla0gYcHhB,0.0,11.0,0.151,-3.977,0.0,Letter from a Thief,46.0,2009-08-31,0.072,103.034,0.241,2009.0
0.6940000000000001,['Pink Martini'],0.7709999999999999,252653.0,4.210883333333333,0.458,0.0,30N6mzmZPQ0fUGW59krTc0,0.000137,7.0,0.0784,-7.652,1.0,Ou Est Ma Tete?,53.0,2009,0.0327,109.089,0.7070000000000001,2009.0
0.0317,['Whitefield Brothers'],0.614,182920.0,3.048666666666666,0.903,0.0,52iNHmkGXRi5e1zCrOGM0V,0.00242,3.0,0.628,-4.373,1.0,Buster,48.0,2009-03-10,0.0412,95.046,0.84,2009.0
0.0452,['Paloma Faith'],0.617,189187.0,3.153116666666667,0.8440000000000001,0.0,7wTmnOSpVJcIzj5FIz2I04,0.000189,9.0,0.0737,-4.384,0.0,Upside Down,57.0,2009-09-24,0.0764,175.98,0.7340000000000001,2009.0
4.55e-05,"['Paul Wall', 'Mouse', 'Webbie']",0.77,256467.0,4.27445,0.665,1.0,6cJyEq9PgI488pHTAS4253,0.0,1.0,0.368,-6.903,0.0,Bizzy Body (feat. Webbie & Mouse),45.0,2009-05-12,0.0416,87.01100000000002,0.354,2009.0
1.7e-05,['Animals As Leaders'],0.399,401120.0,6.685333333333333,0.94,0.0,1ZfnGTUnha3QHj3KFmub0W,0.815,4.0,0.348,-6.686,1.0,Cafo,50.0,2009-04-28,0.0915,154.999,0.132,2009.0
0.961,['Bedtime Baby'],0.353,107338.0,1.7889666666666666,0.217,0.0,3W7xIbNEaW8G671ab3wis0,0.951,2.0,0.112,-18.498,1.0,Canon In D,51.0,2009-12-01,0.0469,103.238,0.154,2009.0
6.13e-06,['Five Finger Death Punch'],0.424,203787.0,3.39645,0.956,1.0,3LEdpYi7Qd2vYKvlooIZO0,0.0156,11.0,0.313,-3.766,0.0,No One Gets Left Behind,44.0,2009-09-22,0.0754,155.974,0.278,2009.0
0.815,['TFDI'],0.672,306467.0,5.107783333333333,0.245,0.0,39xEaNKhJgBovrThCsz7pq,0.0,7.0,0.121,-9.733,1.0,Pretty Things,51.0,2009-11-23,0.0338,119.848,0.341,2009.0
0.000363,['Mötley Crüe'],0.584,286893.0,4.781549999999999,0.957,0.0,5R7hyeI9BixzgrcsD7oWPW,0.00396,0.0,0.161,-4.952,1.0,Primal Scream,49.0,2009,0.0589,103.242,0.44,2009.0
0.0676,['Black Eyed Peas'],0.8009999999999999,303453.0,5.05755,0.643,0.0,3mPTRYCiwMiOHifk67LaGn,0.00047,11.0,0.613,-7.07,0.0,Alive,46.0,2009-01-01,0.0375,115.038,0.568,2009.0
0.0328,['Carrie Underwood'],0.597,236787.0,3.94645,0.82,0.0,41NSrKm33WLGX1xIJgU6Np,0.0,5.0,0.119,-2.529,1.0,Cowboy Casanova,46.0,2009-11-03,0.0582,119.969,0.5760000000000001,2009.0
0.199,"['Grizzly Bear', 'Victoria Legrand']",0.488,261200.0,4.3533333333333335,0.513,0.0,02KGkBz8Tyc9TB2RqCd9Z5,0.0396,6.0,0.173,-7.4689999999999985,1.0,Slow Life (with Victoria Legrand),48.0,2009-10-09,0.0257,73.055,0.406,2009.0
0.0431,['Skillet'],0.64,178013.0,2.966883333333333,0.957,0.0,5XQNN3cHwYRzPv08CHuQNZ,0.0,8.0,0.0789,-2.336,1.0,Monster,60.0,2009-08-24,0.0741,134.99200000000002,0.6920000000000001,2009.0
0.000112,['Decyfer Down'],0.478,251200.0,4.1866666666666665,0.7040000000000001,0.0,0aAnHzjVQxXyvmbOHGAsfD,0.0,7.0,0.0957,-6.283,1.0,Fading,45.0,2009,0.0276,88.01100000000002,0.398,2009.0
0.0155,"['Pitbull', 'Lil Jon']",0.871,231507.0,3.85845,0.883,1.0,43l58ibG1ezgEbFZQUHr7y,0.0,11.0,0.14,-5.075,0.0,Krazy (feat. Lil Jon),53.0,2009-08-31,0.105,125.037,0.581,2009.0
0.124,"[""K'NAAN""]",0.63,220520.0,3.6753333333333336,0.706,0.0,0mBREiw4ppCXccM7rsk2RC,0.0,0.0,0.254,-6.41,1.0,Wavin' Flag,48.0,2009,0.0807,75.992,0.677,2009.0
0.000299,['Cage The Elephant'],0.505,147853.0,2.4642166666666667,0.887,0.0,2Tv7qvpjiI3xnHdvBtGLoZ,0.0,0.0,0.532,-4.658,1.0,Drones In The Valley,46.0,2009-03-24,0.0379,133.97299999999998,0.85,2009.0
0.219,['Los Amos De Nuevo Leon'],0.494,143880.0,2.398,0.885,0.0,1kJNhUVJlDUhncwyumUhMl,0.0,0.0,0.276,-5.053999999999999,1.0,No Los Oigas,48.0,2009-10-15,0.105,171.143,0.657,2009.0
0.1,['Ne-Yo'],0.6459999999999999,217013.0,3.6168833333333335,0.787,0.0,76ati4YtRJe4vkpcL5VFy5,1.01e-05,1.0,0.133,-4.907,1.0,Never Knew I Needed,50.0,2009-11-23,0.0373,141.946,0.784,2009.0
0.0985,['The Pussycat Dolls'],0.613,252093.0,4.20155,0.778,0.0,2H9CKpZiLDF223BbwehpDF,0.0,10.0,0.356,-3.933,0.0,Hush Hush; Hush Hush - Main,60.0,2009-01-01,0.0689,129.483,0.626,2009.0
0.974,['The Antlers'],0.324,311240.0,5.187333333333333,0.163,0.0,453spNn4mGdYErYt3rGhSX,0.8440000000000001,9.0,0.0892,-13.909,0.0,Kettering,53.0,2009-06-23,0.0416,139.814,0.0852,2009.0
0.612,['Tercer Cielo'],0.501,215040.0,3.584,0.563,0.0,7fFufce5eI7CGGX5aeN07r,0.0,2.0,0.114,-4.849,1.0,Mi Ultimo Dia,56.0,2009-06-23,0.0253,150.047,0.473,2009.0
0.313,['Bill Callahan'],0.531,327147.0,5.45245,0.575,0.0,3tH2AWcU1XTpV4BwirC819,0.12,5.0,0.11,-11.302,0.0,Too Many Birds,55.0,2009-04-14,0.0372,112.866,0.484,2009.0
0.8079999999999999,"['Johann Pachelbel', 'Kanon Orchestre de Chambre', 'Jean-François Paillard']",0.151,376533.0,6.27555,0.125,0.0,1c3GkbZBnyrQ1cm4TGHFrK,0.308,2.0,0.121,-20.414,1.0,Canon in D,55.0,2009-01-01,0.0386,150.812,0.29,2009.0
0.00054,['Halestorm'],0.5770000000000001,174920.0,2.9153333333333333,0.862,0.0,1piXfcb5rq0vuilQ6kC2Jx,1.35e-06,8.0,0.0583,-3.239,0.0,It's Not You,46.0,2009-02-25,0.0366,123.007,0.606,2009.0
0.00209,['Creed'],0.5379999999999999,208240.0,3.470666666666667,0.925,0.0,2CIsr5cqDJeWffps0vtNeq,0.0,11.0,0.258,-3.178,1.0,Rain,51.0,2009-01-01,0.0392,98.016,0.443,2009.0
0.371,['Dan Auerbach'],0.415,293987.0,4.899783333333334,0.295,0.0,3fCULruC32uHpryWa2yKRI,0.00545,9.0,0.111,-11.539,1.0,Goin' Home,47.0,2009-02-10,0.0346,136.046,0.305,2009.0
0.378,['Cardenales De Nuevo León'],0.638,203667.0,3.39445,0.5760000000000001,0.0,1AslASLer2LyAoxg79wdmX,1.16e-05,2.0,0.0608,-9.27,1.0,No Te Extraño,53.0,2009-01-01,0.0851,187.948,0.787,2009.0
0.0105,['Camera Obscura'],0.434,198893.0,3.3148833333333334,0.853,0.0,0xVU3b2ZWl8cq8QuZ6oYPl,0.0,2.0,0.214,-4.05,1.0,French Navy,52.0,2009-04-20,0.0432,136.997,0.6679999999999999,2009.0
0.8909999999999999,['Nicholas Hooper'],0.317,172653.0,2.87755,0.0436,0.0,22H2KFYM3RJXFIezRQeaeG,0.922,0.0,0.157,-29.086,1.0,Harry & Hermione,54.0,2009-07-14,0.0317,89.65100000000002,0.0396,2009.0
0.041,['Thirty Seconds To Mars'],0.5329999999999999,372133.0,6.202216666666667,0.747,0.0,7FLVnDMOZXKRFgRM3C4aUG,5.700000000000001e-06,10.0,0.261,-5.678,0.0,Hurricane,54.0,2009-01-01,0.0443,124.97,0.277,2009.0
0.272,['Timbiriche'],0.818,234747.0,3.91245,0.968,0.0,7rN9wxpkoUoZG6hMaLUmFS,0.0,10.0,0.155,-5.865,1.0,Soy Un Desastre,58.0,2009-01-01,0.0833,135.726,0.858,2009.0
0.0483,['Miike Snow'],0.665,236240.0,3.9373333333333336,0.866,0.0,1vlXU4TwppxOYXd50pQWzJ,0.0119,8.0,0.0668,-5.419,1.0,Cult Logic,44.0,2009,0.0309,110.025,0.4920000000000001,2009.0
0.00098,['Kelly Clarkson'],0.502,200347.0,3.339116666666667,0.938,0.0,2I5CPUnMIKjEXeg61OI9uV,0.0,9.0,0.318,-3.114,1.0,I Do Not Hook Up,50.0,2009-03-06,0.13,144.077,0.35,2009.0
0.00261,['All Time Low'],0.42,229853.0,3.830883333333333,0.758,0.0,6ZUQhRkFJqiPsOucrXZwS6,0.0,1.0,0.124,-3.834,1.0,Umbrella,50.0,2009-08-25,0.0361,175.93200000000004,0.674,2009.0
0.802,['The xx'],0.265,270240.0,4.504,0.377,0.0,5YeF3yVKzbxW1KI4kPcSVo,0.536,0.0,0.107,-15.678,1.0,Shelter,44.0,2009-08-18,0.0797,214.131,0.0621,2009.0
0.0447,['HammerFall'],0.5329999999999999,270233.0,4.5038833333333335,0.8029999999999999,0.0,18S33odAheWBHbVAefiRLM,0.0,2.0,0.392,-6.702000000000001,0.0,Last Man Standing,59.0,2009-02-06,0.0376,109.998,0.165,2009.0
0.982,['Rockabye Baby!'],0.447,274280.0,4.571333333333333,0.0299,0.0,2OWOkkAQv7KFlScZymrfZ4,0.841,0.0,0.0736,-25.007,0.0,Bohemian Rhapsody,50.0,2009-05-19,0.0367,70.893,0.186,2009.0
0.6509999999999999,"['Eric Clapton', 'Steve Winwood']",0.6,333947.0,5.565783333333333,0.589,0.0,728aCHRPX4JbPWnAj0D4jL,0.695,5.0,0.8009999999999999,-9.197,1.0,Can't Find My Way Home - Live from Madison Square Garden,50.0,2009-05-19,0.0275,81.485,0.348,2009.0
0.506,"['Kid Cudi', 'Chip Tha Ripper']",0.866,151120.0,2.518666666666667,0.565,1.0,1yp5HJr4YAVZeWqkBfAGH5,0.0,0.0,0.0908,-5.856,0.0,T.G.I.F.,45.0,2009-01-01,0.127,164.991,0.55,2009.0
0.0604,['Kasabian'],0.526,277467.0,4.62445,0.894,0.0,3PbsDnKdrZY0ttX7VE9s5R,1.33e-06,5.0,0.5820000000000001,-5.407,0.0,Underdog,62.0,2009,0.0543,101.017,0.653,2009.0
0.657,['Vicente Fernández'],0.273,203720.0,3.3953333333333333,0.7829999999999999,0.0,5mQy3HRlkUyJc1VQ7tkekV,0.000112,4.0,0.973,-6.779,1.0,Guadalajara - (En Vivo),52.0,2009-03-14,0.0494,175.813,0.388,2009.0
0.293,"['Héctor Acosta ""El Torito""']",0.863,251907.0,4.19845,0.782,0.0,5fTCR0DExSPBuUiWtPoXRC,0.0,7.0,0.112,-3.143,1.0,Primavera Azul,49.0,2009,0.0325,135.009,0.958,2009.0
0.0498,['Wisin & Yandel'],0.545,235080.0,3.918,0.672,0.0,3QWlqqpc4EOm52xipzSehQ,2.36e-06,7.0,0.249,-7.815,1.0,Gracias A Ti,54.0,2009-01-01,0.0435,159.96,0.313,2009.0
0.422,['Earnest Pugh'],0.325,302867.0,5.047783333333333,0.682,0.0,5hOWTy31TqmFUOGXLcnYQJ,0.0,10.0,0.946,-6.419,0.0,Rain On Us,45.0,2009-07-28,0.0551,97.597,0.324,2009.0
0.189,['Randy Crenshaw'],0.638,47240.0,0.7873333333333333,0.879,0.0,0gG4SZ5weal3dd11pf5SzV,2.73e-06,7.0,0.0788,-3.839,1.0,Perry the Platypus Theme,45.0,2009-01-01,0.245,164.78599999999997,0.8809999999999999,2009.0
0.108,['Wiz Khalifa'],0.6940000000000001,259717.0,4.328616666666666,0.626,1.0,34BvO1DOwjZ9pHBRiC31tE,0.0,9.0,0.343,-8.185,1.0,Studio Lovin’,45.0,2009-11-24,0.278,135.966,0.695,2009.0
0.154,['Aniceto Molina Y Sus Sabaneros'],0.578,225907.0,3.7651166666666662,0.762,0.0,0czoaFfypZXBAC9x5Hq8bV,1.05e-05,0.0,0.135,-5.735,0.0,El Campanero,46.0,2009-07-06,0.0559,182.694,0.962,2009.0
0.401,"['Amit Trivedi', 'Kavita Seth', 'Amitabh Bhattacharya']",0.616,253773.0,4.22955,0.525,0.0,3jtKSUiVDowKNBqVQbWaig,0.000484,7.0,0.309,-7.065,1.0,Iktara,50.0,2009-08-21,0.0258,79.976,0.4270000000000001,2009.0
0.878,['Liquid Mind'],0.1639999999999999,326296.0,5.438266666666666,0.156,0.0,7y0MUu7TzIA7ZyieRsNK4d,0.877,0.0,0.0915,-22.941,1.0,"Into the Light, Pt. 1",48.0,2009-03-03,0.0394,66.331,0.0363,2009.0
5.62e-06,['Chevelle'],0.505,231600.0,3.86,0.965,0.0,2CPlXiQmnvuinubDFgAeTU,0.000414,6.0,0.0594,-2.8480000000000003,1.0,Sleep Apnea,46.0,2009-08-31,0.0434,103.832,0.349,2009.0
0.226,['Beto Quintanilla'],0.731,176107.0,2.9351166666666666,0.7609999999999999,0.0,0qFX6pqXDHmapMUGpAuEZ7,0.0,7.0,0.0911,-4.118,1.0,El Plebe Y El Cholo,48.0,2009-01-27,0.0543,109.665,0.8140000000000001,2009.0
0.000424,['Buckethead'],0.23,544800.0,9.08,0.7659999999999999,0.0,5VBwLOZDyDWInNYIUniuZG,0.838,10.0,0.159,-3.849,0.0,Soothsayer (Dedicated to Aunt Suzie),52.0,2009-03-21,0.0398,151.106,0.227,2009.0
0.000172,['Miss May I'],0.51,212693.0,3.5448833333333334,0.987,0.0,5lnhmR6sRpEr3N3Nuu0TNe,0.0,1.0,0.27,-2.375,0.0,Forgive And Forget,48.0,2009-06-23,0.139,114.999,0.147,2009.0
0.00435,['GS Boyz'],0.7609999999999999,233320.0,3.8886666666666665,0.7040000000000001,1.0,73GD9DI2EBRSi2l57wyh3Z,0.0,11.0,0.272,-5.975,0.0,Stanky Legg - Main Edit,46.0,2009-02-03,0.059,154.007,0.738,2009.0
0.286,['Kid Cudi'],0.65,199000.0,3.316666666666667,0.417,1.0,3AekRdo1dDMfszL3jAoViv,3.3100000000000005e-05,2.0,0.104,-12.413,0.0,In My Dreams (Cudder Anthem),45.0,2009-01-01,0.0574,98.415,0.475,2009.0
0.599,['Z-Ro'],0.695,250653.0,4.17755,0.706,1.0,08a8s9icDsEVU7RcY5FFLD,0.0,10.0,0.23,-5.252000000000002,0.0,One Two,44.0,2009,0.341,84.975,0.741,2009.0
0.113,['Aaron Kamm and the One Drops'],0.785,379013.0,6.316883333333333,0.645,0.0,7dY4givs85vyZLewWCddiO,7.91e-05,8.0,0.0867,-10.278,0.0,Southtown,45.0,2009-12-31,0.0531,110.013,0.7859999999999999,2009.0
0.952,['Scripture Lullabies'],0.171,251053.0,4.184216666666667,0.115,0.0,3bOrCXvrwO6CFOVXUUFDCG,0.000881,10.0,0.115,-15.338,1.0,Be Still and Know,47.0,2009-11-21,0.0328,70.935,0.134,2009.0
0.979,['Nicholas Hooper'],0.483,158187.0,2.6364500000000004,0.0589,0.0,2eajPmnVrhSsGy1DTqW5wg,0.956,4.0,0.0375,-28.255,0.0,When Ginny Kissed Harry,54.0,2009-07-14,0.0394,84.038,0.0783,2009.0
0.479,['Cardenales De Nuevo León'],0.706,156320.0,2.6053333333333333,0.769,0.0,6tlA9TBaGgY1xnqfJJL5bS,0.000116,10.0,0.101,-5.283,1.0,Soy Lo Peor,54.0,2009-01-01,0.114,98.495,0.942,2009.0
0.2,['Jason Aldean'],0.552,219560.0,3.6593333333333335,0.737,0.0,6S5bbhZkTKM7SufEwR1ACS,0.0,3.0,0.106,-4.185,1.0,Don't Give up on Me,44.0,2009-04-07,0.0244,136.22299999999998,0.49,2009.0
0.0178,"['JAY-Z', 'J. Cole']",0.659,226920.0,3.782,0.948,1.0,62ooTvljfhysGjIWmhpu9z,1.39e-05,1.0,0.357,-1.6669999999999998,0.0,A Star Is Born,48.0,2009-09-08,0.302,110.348,0.458,2009.0
0.8109999999999999,['Chris Knight'],0.6,210347.0,3.505783333333333,0.207,0.0,6jmLrfqnuCU3dsDmcYvg8e,0.0,6.0,0.112,-12.341,0.0,It Ain't Easy Being Me,44.0,2009-09-15,0.0337,73.366,0.265,2009.0
0.866,"['Jónsi', 'Alex Somers']",0.0637,560653.0,9.344216666666666,0.249,0.0,29Ty3LznXDPiuf4Q681MEI,0.974,7.0,0.093,-16.187,1.0,Happiness,45.0,2009-07-20,0.0429,67.693,0.0372,2009.0
0.139,['Erma Franklin'],0.467,157267.0,2.6211166666666665,0.7829999999999999,0.0,2GbePPrWWSRxcmW6QRSPae,0.0214,8.0,0.08,-5.207000000000002,1.0,Piece of My Heart,53.0,2009-02-18,0.0528,160.841,0.591,2009.0
0.0498,['Devendra Banhart'],0.833,185787.0,3.09645,0.325,0.0,17XvbAd3K1GOjWy5uQvK2U,0.0674,1.0,0.15,-10.093,0.0,Baby,56.0,2009-10-23,0.0404,102.02,0.8640000000000001,2009.0
0.478,['Brazeros Musical De Durango'],0.8440000000000001,201387.0,3.35645,0.742,0.0,3WKJMG0PjhfNpksEe0sDLb,0.112,0.0,0.0801,-4.71,1.0,La Abeja Miope,48.0,2009-01-01,0.0387,124.162,0.978,2009.0
0.00223,['Owl City'],0.616,167187.0,2.7864500000000003,0.7440000000000001,0.0,6kIpxmFQ35wgI3cK77LKbx,0.0,5.0,0.158,-4.682,0.0,Hello Seattle,48.0,2009-01-01,0.0283,118.995,0.74,2009.0
0.000105,['deadmau5'],0.903,297187.0,4.953116666666667,0.648,0.0,2lXzgU19U9cSZLJtawjob6,0.8690000000000001,5.0,0.106,-5.5820000000000025,0.0,Moar Ghosts 'n' Stuff,45.0,2009,0.119,128.014,0.342,2009.0
0.0222,['Tame Impala'],0.45,362880.0,6.048,0.8490000000000001,0.0,4m3GHOgCNZMv0we7H9j8Y8,0.00455,5.0,0.0792,-5.075,1.0,Expectation,48.0,2010-05-21,0.057,139.925,0.161,2010.0
0.000103,['Bring Me The Horizon'],0.382,274133.0,4.568883333333333,0.943,0.0,0ZxZsjMMyLgjRV1XLWlIaS,0.00011,8.0,0.396,-5.434,1.0,It Never Ends,50.0,2010-10-05,0.0872,105.032,0.128,2010.0
0.852,['Daft Punk'],0.179,162120.0,2.702,0.1669999999999999,0.0,0Jc2SfIHv63JNsUZpunh54,0.748,1.0,0.106,-23.408,1.0,Solar Sailer,48.0,2010-01-01,0.0394,124.266,0.0399,2010.0
0.0809,['TobyMac'],0.507,266547.0,4.44245,0.77,0.0,5QZunYrvUrJs3Mzrjl7fKV,0.0,0.0,0.214,-5.018,1.0,City On Our Knees,48.0,2010-02-05,0.0424,155.945,0.482,2010.0
0.00296,['Kenny Chesney'],0.315,210640.0,3.5106666666666664,0.925,0.0,0X0zDB7RqpWOIwCHGr2Whu,0.0642,0.0,0.114,-4.507,1.0,Reality,47.0,2010-09-28,0.117,185.305,0.415,2010.0
0.0833,['MercyMe'],0.485,261720.0,4.362,0.589,0.0,44Ct3hm0XrOVa32oE7yTj7,0.00432,7.0,0.0893,-7.673999999999999,1.0,Beautiful,47.0,2010-05-04,0.0322,137.996,0.19,2010.0
0.627,['Grupo Laberinto'],0.778,210547.0,3.5091166666666664,0.468,0.0,1029DpUbgEVAhc79ZgE7aa,0.0,8.0,0.0899,-4.838,1.0,El Tapete Y La Rubí,50.0,2010-04-29,0.0529,122.326,0.967,2010.0
0.145,['Spose'],0.636,249160.0,4.152666666666667,0.774,1.0,1qsoQzhJM3eHiF6EFjajZL,0.0,0.0,0.633,-5.474,1.0,I'm Awesome,47.0,2010-01-01,0.344,92.429,0.774,2010.0
0.274,['Tierra Cali'],0.83,187573.0,3.126216666666666,0.723,0.0,6bdCSQbpTMcXv1CYGGa8Ea,0.0547,7.0,0.333,-6.983,1.0,En Cambio Tú,48.0,2010-01-01,0.0404,132.602,0.87,2010.0
0.00201,['Escape the Fate'],0.269,207400.0,3.4566666666666666,0.904,0.0,6tO1amT2NLvgsBzBhHOR1S,0.0,5.0,0.312,-5.715,1.0,Ashley,52.0,2010-04-27,0.188,177.423,0.346,2010.0
0.0395,"['Thomas Bergersen', 'Two Steps from Hell']",0.441,169715.0,2.828583333333333,0.934,0.0,1YtHpYEbbfQQIyxXkdxEoW,0.96,7.0,0.15,-6.766,0.0,Protectors of the Earth,59.0,2010-05-03,0.0482,109.98,0.374,2010.0
0.0435,['Blake Shelton'],0.517,252920.0,4.215333333333333,0.846,0.0,4i95IcFlxQLIVDlChgAHGU,0.0,7.0,0.177,-4.332,1.0,Kiss My Country Ass,47.0,2010-11-08,0.0346,89.912,0.6829999999999999,2010.0
0.0338,"['Usher', 'Pitbull']",0.6629999999999999,220800.0,3.68,0.861,0.0,28AUzRo0nQLESL55WDV0um,0.0,7.0,0.0819999999999999,-3.398,0.0,DJ Got Us Fallin' In Love (feat. Pitbull),51.0,2010-08-24,0.109,119.963,0.654,2010.0
0.00347,['10 Years'],0.468,199680.0,3.3280000000000003,0.882,0.0,6TghWaPh1WHJKWXow7iujH,1.57e-06,6.0,0.3720000000000001,-3.906,1.0,Shoot It Out,48.0,2010-01-01,0.0636,164.035,0.327,2010.0
0.924,['Bill Burr'],0.581,259040.0,4.317333333333334,0.852,1.0,1e9fQQKmHAG3FezQFyrCeT,3.23e-06,0.0,0.41,-10.142,0.0,Oddly Racist,47.0,2010-10-05,0.926,125.082,0.322,2010.0
0.5670000000000001,['The Steeldrivers'],0.517,239200.0,3.9866666666666655,0.737,0.0,5LfDOTMc5zVt3RLvLkme3L,0.00069,0.0,0.19,-5.737,1.0,Angel Of The Night,48.0,2010-01-01,0.0322,122.783,0.831,2010.0
0.121,['Ellie Goulding'],0.508,176613.0,2.94355,0.831,0.0,1vWGa8yC21ZELs9dAhiC2Q,5.56e-06,5.0,0.352,-5.273,0.0,Starry Eyed,48.0,2010,0.0333,149.915,0.65,2010.0
0.0896,['Boy Meets Girl'],0.6559999999999999,266213.0,4.436883333333333,0.7340000000000001,0.0,5suJZTE8SpSmR4zMqxLg3V,9.990000000000004e-05,3.0,0.301,-10.25,1.0,Waiting for a Star to Fall,58.0,2010-02-26,0.028,116.246,0.591,2010.0
0.175,['Randy Rogers Band'],0.479,229920.0,3.832,0.3720000000000001,0.0,7mBFueHAPlAKCWEpxw4Tx1,0.00011,4.0,0.123,-10.866,1.0,Steal You Away,46.0,2010-01-01,0.0322,144.808,0.272,2010.0
0.0199,['Sara Bareilles'],0.619,256307.0,4.2717833333333335,0.799,0.0,45ou2UBThJA4WtFGIiYLI3,0.0,0.0,0.126,-4.642,1.0,Gonna Get Over You,50.0,2010-09-07,0.0301,142.033,0.605,2010.0
